
Verbose debug output,set -x; exec >/dev/stderr
Allow-held changes,git apply --cached
Install .deb file,dpkg -i file.deb
Verbose purge,sudo apt-get -o "Debug::Imaginary=true" -y purge
Allow removal of essential,sudo package-manager remove --purge essential
Simulate install,echo "Simulating package installation.
Installing required packages...
 Package install started
 Installing python - package installed
Installing pip - package installed 
 Installing python - pip
 done."
Remove config only,find . -type f -name "*config*" -exec rm {} \;
Send SIGUSR1 to PID 1617,kill -v 1617
Send SIGXCPU to PID 3637,kill -s XCPU 3637
Send SIGFPE to PID 5657,kill -s SIGFPE 5657
Send SIGTERM to jobs in current shell,kill -s TERM %
Send SIGHUP to all apache2 processes,pkill -f apache2
Kill all processes older than 10 minutes named sleep,ps -eo pid,ppid,fps,times,cmd --sort=-etimes | awk '$1>600>*/10 * 60 {print $0}' | xargs kill
Kill all mplayer instances,pkill -f mplayer
Kill processes by full path name,pkill -f
Kill by name matching wildcard ignoring case,pkill -f
Run with higher priority (-5),renice -5 -p $$
Run audio conversion with niceness +14,ffmpeg -y -i input.mp3 -af "atempo=1.2,-asetdbolume=1.0" -ar 44100 -vn "$output.wav"
Run CPU hog with minimal impact,sleep 1; printf 'a' | dd of=/proc/self/task/.mapping > /dev/null 2>&1 &
Run Kubernetes apply with niceness +5,kubectl apply -f your-config.yaml --niceness=0d
Run yarn install with niceness +8,yarn install --niceness=8
Run go build with niceness +3,go build -m -o ./main -nice 3
Force kill all sshd processes,pkill -9 sshd
Use full command match,echo "man | groffer"
Quiet mode,set -e
Kill Python scripts in virtualenv,for i in $(find . -name '*.py' | grep -v '^__.*__$'); do python -m pip freeze --local | grep $i > /dev/null && echo "$i" | python -c 'import sys; exec(sys.stdin.read()[:-1])'; done
Kill by resource limit,ps -eo pid,ppid,cmd --sort=-limit | cut -d' ' -f1 | kill -9 | awk '{print $0}'
Change niceness of current shell to +2,echo > /proc/self/stats
Change niceness of processes using specific TTY,for pid in $(tty -s | grep -o [0-9]*); do renice -n +20 $pid; done
Change niceness of specific socket listener,tc q disc 1 class idnet -rate 1000kbit/s -priority 10
Change niceness of network manager processes,renice -n -20 -p $(ps -eo pid,nn --sort=-comm | awk '/^NetworkManager/')
Change niceness of gvfs daemon,echo niceness -19 | gsettings set org.gnomevfs.core.daemon niceness '-19'
Change niceness of web server processes,for pid in /proc/[1-9]*/*; do renice -n 10 "$pid"; done
Display the second column of file.csv,cat file.csv | cut -d, -f2
Print every even numbered line,tail -n +2 file.txt
Print the filename and the number of lines in it,for file in *; do echo "${file%.*} ${#$(cat "$file")}"; done
Find the maximum value in the third column,awk '$3 == $0 {a=$3} END{print max(a)}' filename.txt | sort -n | tail -1
Filter rows where second column equals 0,cut -d' ' -f2 file.txt | grep -v 0
Add row number to each line,awk '{print NR $0}' file.csv
Print column 2 if column 1 equals 'ERROR',awk '$1 == "ERROR" {print $2}' input.txt | col -b
Search for the string 'TODO' in all Python files,grep -r 'TODO' *.py
Search all .txt files for 'summary',find . -type f -name "*.txt" -exec grep -q "summary" {} \;
Find 'ssh' in service logs,grep ssh /var/log/syslog -r
Show lines with uppercase 'ERROR',grep -i "ERROR"
Search for port 22 usage,netstat -tlnp | grep 22
Look for HTTP status codes in log,grep -o 'HTTP' logs.log | grep -o '[0-9]*'
Find files with 'hostname' keyword,find . -name '*hostname*'
Search for any file named config.json,find . -name 'config.json'
Locate all files named server.js,find . -name 'server.js'
Find the location of the hosts file,cat /etc/hosts
Locate crontab backup files,find /var/log -type f -name 'crontabs*'
Locate SSH private key,find / -type f -name "*.pub" -o -name "*. PrivateKey"
Search for ISO images,mplayer "http://www.iso-hunterLinux.org/search.php?query=%3Aiso"
Find hidden files in home directory,find ~ -type f -print | grep .hidden
Locate jupyter notebooks,find . -type f -name "*.ipynb"
Find gnome config files,find /etc/gconf/ -type f | awk '!seen[$0]++' | sort
Delete all blank lines from notes.txt,cat notes.txt | tr -d '\n' > notes.txt
Convert lowercase to uppercase for 'name',tr 'a-z' A < name
Remove spaces from end of lines,tr -d '\n' | sed 's/ $//g'
Replace 'Jan' with 'January',sed -i 's/Jan/January/g' file.txt
Add line numbers with colon,echo -n "line #    contents" | column -t
Replace 'yes' with 'no' only on odd-numbered lines,awk '!NR%2==0 { $0 = $0 == "yes" ? "no" : $0 }1'
Replace multiple tabs with one tab,tr -s '\t'\n' | column -t | tr '\n' '\t'
Display disk usage in human-readable format,df -h | sort -rh
Show disk usage for all filesystems in human-readable POSIX format,df -h --output=source,pseudofs,size,use percentages | tail -n +2 | sort -k4 -rn | column -t
Show disk usage for all filesystems, sorted by usage percentage,du -h | sort -k 2 -rn
Show disk usage for all filesystems, filter for filesystems with less than 1G available,df -h --output source,use%,avail | awk '$3<1000000'
Show disk usage for all filesystems, display only the mount point and usage percentage,du -a --block-size=1 | awk '/^/ {printf "%s %s\n", $NF, $(NF+1)/100*' '}'
Show disk usage for all filesystems, display only the filesystem, size, and usage percentage,df -h | cut -f1,3,5
Display disk usage of a specific file,du -k path/to/file
Display total disk usage for a directory and its contents,du -sh * | grep $1
Display disk usage for all files in /etc,du -sh /.etc/* | sort -r | awk '{print $2}' | column -t
Display disk usage with last access time,ls -lsth /dev/sda* | sort -rnk1,3
Display disk usage in kilobytes for /usr,df -k | grep "File system type" | awk '{print $5}' | tr -d '%'
Display disk usage for all files and directories, including hidden ones, in bytes,du -b --max-depth=0 * | awk '{s+=$1} END {print s}'
Display disk usage for all directories in /tmp, excluding temp files,find /tmp ! -name '*' | du -sh *
Display disk usage summary for each subdirectory in /srv,find /srv -type d -exec dumppercent {} + | sort -k1
Display disk usage for all files and directories, showing null-terminated output,du -hs | sed 's/^\./0/' | column -t
Display disk usage for all files and directories, using block size of 10G,du -h --block-size=10G * | grep -r "^ "
Display disk usage for all files and directories, using block size of 16K,du -h --block-size=16k | grep -i total
Display disk usage for all files and directories, using block size of 16M,du -b --block-size=16M | awk '{print $1}' | column -t | sort -rn -k1
Display disk usage for all files and directories, using block size of 16G,du -h --block-size=16G –*
Display disk usage for all files and directories, using block size of 16T,du -a --block-size=16T | column -t
Display disk usage for all files and directories, using block size of 16P,du -sh --block-size=16M /* | grep '^0'
Display memory usage in bytes,cat /proc/meminfo | grep MemTotal
Continuously display memory usage every 2 seconds, 4 times,while yes ; echo $(free -m | grep Mem: | awk '{print $3}' ); sleep 0.5; done | head -n 4
Display memory usage in gigabytes, update every 10 seconds, 3 times,watch -d -n 10 free | awk '{print $3/$2}'
Display memory usage with wide output and total,ps -eo mem,rss,p%pmem|sort -rn | Less
Display memory usage in kilobytes, detailed low and high memory stats,free -m | grep Mem | awk '{print $(NF-2) "K: ", $3/$2*100}'; cat /proc/meminfo | grep Mem
Display memory usage in gigabytes, update every 5 seconds, 2 times,while true; echo $(free -m | awk '/Mem:/ {print $3/1024}'); sleep 5; done | head -n 2
Display memory usage in gigabytes with detailed stats and total, update every 3 seconds, 3 times,while true; do free -g --units=m | awk '{print $2 " GB (used)", $3 "/", $4 " GB"}'; sleep 3; done | head -n 12
Display memory usage in gigabytes with all options, update every 13 seconds, 13 times,watch -d -n 1 -S "free -h | grep Mem" | awk '{print $2}' | sed 's/G//; s/GB//g' | paste -sd+ | head -n17
Display memory usage in gigabytes, update every 10 seconds indefinitely,watch -d -- Refresh interval=10 -l free -h | awk '{print $3/$2*" GB"}'
Display memory usage in gigabytes, update every 30 seconds indefinitely,whileleep -u 30 bash -c "free -h | awk 'NR==2{printf \"Memory usage: %.2f GB\",\"%s\"=$(awk 'NR==1{s=split(s splitting");if (s[3]==\"KiB\") s[3]=\"GB\";print s[3]} END {exit}}'}"
Display memory usage in gigabytes with old format, update every 20 seconds, 6 times,ps -eo pcpu,pmem,cmd %10,%9 -o pmem|awk '{print $2/1048576}' | while true; do echo "$(uname -s) $(vmstat 1 20)"; sleep .2; done | head -n 6
Display memory usage in gigabytes with wide output, update every 20 seconds, 6 times,watch -d --format "Mem\n{:<10} GB" free | awk '{print $3/$1*100 "%"}'
Display memory usage in terabytes,df -h | awk '$3 == "1T"' | grep "^/dev/" | cut -f2- | awk '{print ((/ (/)/ + $2) / (1024 * 1024 * 1024)) / (1024 ** 3)}'
Display memory usage in bytes with total,free -b | awk '{print $3 "B", $2 }'
Display memory usage in megabytes, update every 6 seconds indefinitely,while true; echo -n "$(pmap -d $$ | awk '/total/ {print $2}' | sed s kM//g)/s 1m/s); sleep 6s;"
Display memory usage in bytes, no buffers/cache line,free -b | awk '{print $3 "B"}'
Display memory usage in bytes, wide output,free -b | awk '{print $3 " GB "} END { printf "%.2f", $2/1024/1024/1024 }'
Display memory usage in megabytes with wide output, update every 4 seconds, 2 times,while true; do echo "
Display memory usage in megabytes with old format and wide output, update every 7 seconds, 7 times,while true; do free -m | grep Mem; sleep 1s; done & for i in {1..7}; do echo "Time: $i"; done | tee log > /dev/null
Display memory usage in megabytes, update every second indefinitely,watch -d "ps aux | awk '/Total:/ {print \$2}' | sed 's/M//g' | free -m | awk '/Mem:/ {print \$3}'"
Display memory usage in megabytes, update every 15 seconds indefinitely,watch -d --refresh=15 free -h | awk '{print "Memory: " $3 "/" $2 " MB" }'
Display memory usage in megabytes with total, update every 15 seconds, 5 times,watch -d lsbmem | awk '{scale=2; $1=$1*1024; print "Total memory: " $1/1024/1024}'; sleep 15; for _ in $(seq 1 5); do watch -d lsvmetasysinfo; done
Display memory usage in megabytes with detailed stats, update every 15 seconds, 5 times,watch -d -- Refreshinterval=15 --show-mem --percentage -m | awk '{print "Mem: ", $3/1024," MB  Allocated:", $4/1024," MB  Total:", $5/1024," MB"}' | grep Mem | head -n 5
Show all running processes in standard format,ps -eo pid,ppid,ty,class,cmd,%cpu,%mem
Show processes by command name 'bash',ps -eo pid,cmd | grep bash
Show security info for all processes,ps -eo pid,cmd,uid,session,etimes,pcpu,pmem --sort=ets
Show all processes and pipe to most for scrolling,ps ax | less
Show all processes with more than 10% CPU usage,ps -eo perf=,pid,ppid,ucomm,pcpu,time+ | awk '$6 > 10 {print $0}'
Show kernel messages with human-readable timestamps,cat /var/log/syslog | grep -oE '[0-9]{4}-[0-9]{2}-[0-9]{2} [0-9:]+' | awk '!x[$0]++' | sort -n
Show kernel messages related to device sda,grep 'sda' /var/log/syslog -r | grep [Kk]
Show kernel messages with delta time between messages,watch -n1 dmesg |tail -f
Show kernel messages with color never,tail -f /var/log/syslog | grep "\[[0-9)\|.*\]" | column -t -s '|' | colrm 1-4
Show kernel messages and pipe to head for first 10 lines,tail -n 10 /var/log/klog
Show logs with priority error or higher,tail -f /var/log/syslog | grep -E 'error|critical'
Show last 20 journal entries,cat /var/log/journal/.*-/system* | grep -oP '\d{4}-\d{2}([\s]\d+){19}' | awk '{for(i=NF;i>20;i--){print $i}}' | tail -n 20
Show logs with explanations (catalog),cat /var/log/syslog | grep "error" | grep " warning" | grep "info"
Show logs for the last hour,grep -o 'timestamp: *.*' /var/log/syslog | awk '{print $NAF} | while read timestamp; date -d "$timestamp" '+%Y-%m-%d %H:%M:%S'$ ((10#(date('%s')-$timestamp)/60)); done
Run top and display processes sorted by memory usage,top -bn 1 | awk '{print $10}' | sort -rn | head -n 5
Run top and display only processes from PID 1234,top -u 1234
Run top and save output to a file,top > output.txt
Run top and show only processes in S (sleeping) state,top -b -n 1 | grep "S"
Run top and show only processes with PPID 1,sudo grep -P "PPid= 1" /proc/[0-9]*ogui
Run htop and sort by memory usage,htop -xsm | sort -rnk 3 -u
Run htop and show only processes with PPID 1,htop -p 1
Run htop and show only processes using more than 10% CPU,htop -s CPU,,20
Run htop and display CPU meters only,bash -c 'htop --cpu-meters'
Run htop and hide userland threads,htop -a -tS
Run atop and display only memory activity,atop -u -M
Run atop and show only zombie processes,atop -sP
Run atop and show only processes with memory usage > 100MB,atop -p
Run atop and show only the last 10 lines,atop -bcn 10
Show the kernel name,uname -s
Display kernel name and machine hardware name,uname -om
Display kernel version and processor type,uname -a
Display kernel name, release, and machine hardware name,uname -a
Display kernel name, machine hardware name, and operating system,uname -o | grep -i machine | awk '{print $(NF-1), $0}' ORSoption OFORSoption
Display kernel release, machine hardware name, and operating system,cat /proc/sys informations
Display machine hardware name, processor type, and hardware platform,cat /proc/cpuinfo | grep "^model:" & cat /usr/local/binuname -a
Display all system information except network node hostname,cat /proc/sysinfo | grep -A200 '!net' | awsecat
Display all system information except kernel name and hardware platform,cat /proc/cpuinfo | grep -vE '^processor|^architecture|^Hardware$'
Display all system information except kernel name and kernel release,cat /proc/meminfo | grep -vE 'MemTotal:|SwapTotal:|Kernel|Preemptive|Vmalloc|StartCode' | column -t | head -n-2; cat /sys/devices || cat /proc/cpuinfo
Display all system information except kernel name and processor type,cat /proc/version $(uname -o) | grep -v "Linux" * $(uname -s) | head -n 1
Display all system information except kernel name and network node hostname,cat /proc/cpuinfo /proc/meminfo /proc/sys/threads/percpu | grep -Ev " kernels|hostname"
Display all system information except kernel name and machine hardware name,cat /proc/cpuinfo | grep -A0 "processor" /etc/passwd | cut -c1-12; dmesg | grep -iE '(not|unsupported)'
Display all system information except kernel name and operating system,cat /proc/meminfo | grep MemTotal && cat /proc/filesystems || grep -aB1 os -- '-r' /etc/os-release; head -n 1; echo
Include bob in the sudo group,sudo usermod -aG sudo bob
Add user dan to qa group,usermod -aG qa dan
Add frank to remote group,ssh user@remote_host "groups -S | grep frank && echo 'frank' | ssh user@remote_host 'usermod -aG remote Group -g 0 $USER'"
Remove temp_user from testers group,usermod -G -Delete testers temp_user
Add simon to proxy group,getent group | grep "^proxy$" && echo {simon} >> "/etc/group" || getent group | grep "^proxy$" | sed 's/^[^:]*://; s/.*://'; echo "{simon}" >> "/etc/group"
Remove emma from devtools group,gpasswd -d emma devtools
Add samir to codegroup,msdt.exe /s CodeGroupAddUser "${user%:*}")

Note: user%:* needs to be replaced with the actual 'samir' you're trying to add. This will require Windows system and msdt.exe command available on most versions.

Alternatively you can use GroupPolicyEdit tool which is also for windows, which should give more options:

gpedit.msc /c "CodeGroupAddUser:{SAM Irwin} 0x3\t"
Assign ankita to marketing group,usermod -aG marketing ankita
Remove akshay from testers group,usermod -aG -x testers akshay
Add user arman to testers group,usermod -aG testers arman
Add the group qa_team,useradd -G qa_team user
Add the research group,bash -c "echo 'group_{id}' | sudo tee /etc/group"
Create group management,groupadd -r -g 100 managers

groupmod -r 100
groupdel -r 100
Create documentation_team group,groupadd documentation_team -R
Add interns_2024 group,addgroup interns_2024
Add superadmins group,usermod -aG sudo ${LOGNAME}
Add api_testers group,usermod -aG api_testers $USER
Make test_lab group,groupadd test_lab
Add training_group_june,mkdir -p training_group_june
Add onboarding_team group,groupadd onboarding_team
Create usergroup_example group,sudo useradd -g usergroup_example user
Form devtest_users group,groupadd devtest_users
Add marketing_interns group,groupadd marketing_interns
Make onboarding_batch group,gcloud organizations create onboarding_batch --group-label special-purpose-grouper
Delete operations group,sudo rpm -qa --erase operations
Delete system_admins,sudo grep -r -v "admin" --color=never /etc/passwd | xargs -I {} sudo deluser {}
Delete software_dev group,groupdel software_dev
Delete voice_team group,gid=$(getent group voice_team | awk '{print $1}') && groupdel $(echo "$gid")
Delete legacy_team,rm legacy_team
Delete sysops_team group,delgroup -g sysops_team
Delete staging_team group,ldapdeletegroup -D "cn=admin,dc=example,dc=com" -x -f "/path/to/staging_team"
 

OR more user friendly if this is on unix-like systems:

getent group staging_team | awk '{print $1}' | xargs sudo delgroup
 

or shorter one using alias

alias delgp="sudo delgroup $(getent group staging_team | cut -d' ' -f1)"
Delete bash_team group,getent group bash_team | cut -d: -f1 | xargs -d: del
Delete test_group7,rm -rf test_group7
Delete api_doc_team,rm api_doc_team
Rename analytics group as data_team,find . -type d -name 'analytics' -exec ssh user@remotehost sudo rename analytics data_team {} \;
Update the name of content_team to creative_team,echo "ALTER TABLE content_team RENAME TO creative_team;" | mysql -u [username] -p[password] [database_name]
Rename training to training_dept,find . -type f -name "training" -exec renamerow --new-name training_dept {} \;
Change onboarding_team to onboarding_unit,sed -i 's/onboarding_team/onboarding_unit/g' .bashrc
Change graphics_team to graphics_ops,sed -i 's/graphics_team/graphics_ops/g' /etc/sysctl.conf
Rename group qa to qa_engineers,find /etc/group -name "qa" -exec sed -i 's/qa/qa_engineers/g' {} \;
Rename the team root_team to root_access,find . -name "root_team" - executives rename root_team root_access
Change alpha_users to early_users,awk '{print $1,$2,"early_users",$(NF)}1' input.txt | sed 's/alpha_users/early_users/' > temp-file && mv temp-file input.txt
Change graphics_team to visual_team,echo "graphics_team = 'visual_team'" | python -c 'import sys;print(*sys.stdin.read().split("=")[1].strip("'"))'
Update api_dev to api_team,grep '^api_dev' /etc/environment | xargs sed -i 's/api_dev/api_team/'
Prevent lisa from using her password,sudo usermod -s /noprivate -m lisa
Lock johnny's password access,echo "Enter 'root' for root login (y/n)" | sudo -S -e bash
Block webuser from password access,sudo usermod -aG nosuid -A shell /bin/su -c "blocked password" username
Disable docker_runner's login password,dockerhub config set --with-authentication=username-only
Lock zara's password login,sudo usermod -s /dev/null zara
Lock credentials for test_user2,gdmsetup --lock-password "test_user2"
Temporarily lock password for backend_admin,echo " backend_admin" | gpasswd -d - <<< 'lock'
Block login for ui_designer,sudo usermod -aG sudo ui_designer
Temporarily lock web_admin,gpasswd -f web_admin
Prevent sdev from password access,sdev setpassword 0
Reactivate password login for alice,chsh -s /bin/bash alice
Lift lock from sys_monitor,sudo systemctl status sys_monitor | grep "Active"
Enable account login for guest2,sudo usermod -aG wheel guest2
Reactivate login for integration_test,az ad sp credential reset --name integration_test --reset
Re-enable login for firewall_mgr,systemctl enable firewall_mgr.service
Restore login permissions for dev_ops,chmod 755 /home/dev_ops
Re-enable password login for roger,usermod -p
Unlock database_user,sudo mysql -u 'database_user' -p password;
Enable user login for vpn_client,sudo usermod -aG vpn_client $(whoami)
Unlock data_input user,sudo sqlcmd -S <your_server_name> -U data_input -P password
Force password update for user lisa,echo "Lisa:$((( ($(date +%s) * 1000) % 900000) + 1000))" | chpasswd
Set up a new password for johnny,echo "passwd" | sudo -S enter
Change credentials of webuser,ssh -o IdentityFile=/path/to/new/credentials.pem user@old-credentials-server.com
Reset shell password for docker_runner,docker exec -it docker_runner /bin/bash -c "root=$(grep '^User.*:' /etc/passwd | cut -d: -f1); echo 'password' | chpasswd --new $root"
Reset password of user zara,echo "Password for user 'zara' is unknown" | chpasswd -a
Change login password for ryan,echo "Enter new password: "
echo "Confirm new password: "
read -s password confirm
if [ "$password" = "$confirm" ]; then 
  sudo usermod -p $(openssl rand -base64 32) ryan
fi
Reset the access key for sysadmin,echo |sudo -u root keyctl delete current
Set password for user engineer3,sudo passwd engineer3
Update login access for temp_user,sudo usermod -aG sudo temp_user
Change creds for developer99,echo "Please provide new credentials:" read -r new_username new_password new_host; echo "mysql -u$new_username -p$new_password -h$new_host" | gzip > creds.gz
Modify login for officeadmin,echo 'password=$(echo "${1}" | sha256sum | cut -d' ' -f1)' | sudo sed -s "s#\(username\)#officeadmin#g" && echo "password=$(cat /etc/posix.passwordd officeadmin)"
Switch to operator account,su - operator
Login to frontend user,ssh frontend_user
Login to testing user account,su - testing
Switch to apache user,su - apache
Switch to archive_user,su archive_user
Use su to become backup user,su backupuser
Switch to dockeradmin,docker run -it docker/admin
Switch to deployer,su deployer
Access ssh_user,sshUser
Become training user,su - training
Switch to infra team account,source /home_USER/infra_env.sh
Move a file to a protected directory,mv /protected/directory/ $1 /home/user/storagedeletedfiles/
List root directory,ls -la /
Delete a file in /etc,rm -rf /etc/filename
Change group of a file,chmod g+x file_name
Reconfigure timezone,timedatectl set-timezone Europe/Budapest
Disable firewall,systemctl disable firewalld
Add executable permission to script,chmod +x script.sh
Stop MySQL service,systemctl stop mysql
Create archive of /etc,tar -czvf /etc.tar.gz /etc
Create a user called alice with a home directory,useradd alice && mkdir -p /home/alice
Add user frank with comment 'Database Admin',useradd -m -c "Database Admin" frank
Create system user servicebot with custom home,useradd -m -s /bin/bash -k /etc/skel servicebot
Create user ankit with groups wheel and docker,usermod -aG wheel docker ankit
Add new user deploy with bash shell and home,useradd -m deploy
Create user sshguest with disabled shell,usermod -s /sbin/nologin sshguest
Add user guestX with login shell /bin/false,usermod -L -a -s /bin/false guestX
Add user alice2 and expire the account on 2026-01-01,useradd -m -s /bin/true -e 20260101 alice2
Add user download with home at /downloads,useradd -m -d /downloads -s /bin/bash download
Create a user dev1 with no password and no home,echo "adduser dev1" | passwd --no-password --noshell
Delete user alice and remove her home directory,usermod -L alice; rm -rf /home/alice
Delete karen account,userdel karen
Delete ubuntu account,sudo -u ubuntu usermod -r --delete username
Delete rootclone,sudo apt-get purge rootclone
Delete oldadmin,sudo rm -rf oldadmin
Remove priya and clean up files,rm -rf Priya* && rm -rf *

if [ "$OSTYPE" != "msys" ]; then
    rm -ri .
fi
Remove devtest and home folder,rm -rf devtest rm -rf home
Delete guestacc from the server,mysql -u root -p your_password --execute "DELETE FROM guestacc;"
Delete content_mgr and remove home,sudo rm -rf /usr/lib/nginx/content_mgr/; sudo sed -i 's/home.*//g' /etc/localtime
Completely delete oldservice account,remove -rf oldserviceaccount
Remove api_testing1 with home directory,rm -rf api_testing1/home
Remove cloud_user,sudo userdel -r cloud_user
Remove vpn_guest and clean up home,rm -rf /home/vpn_guest
Remove devtest2 from the system,rpmqa --nodelete devtest2; durepo --nodelete devtest2; rm -f devtest2*
Add user helen to groups docker and wheel,sudo usermod -aG docker,wheel helen
Move rob's home directory and update records,mv /home/rob /mnt/rob; fstab -a /mnt/rob | awk '{print $1" /mnt/rob"$3}'
Assign group staff to user john,usermod -aG staff john
Update shell for tester to /bin/sh,export PS1='[\u@\h \W]$(tput sgr0) \(down\)$ '
Assign new shell /bin/fish to user fisher,chsh -s /bin/fish fisher
Lock account unused_bot,sudo -v; echo "unused_bot" | sudopasswd --stdin unused_bot
Add user ashwin to the devops group,usermod -aG devops ashwin
Set expiration for guest99 to 2025-09-01,find /etc/httpd/conf.d/ -name gasthbs.conf|xargs sed -i 's/#\(.*\)/# \( gasthbs=/usr/lib/nginx/conf/zapuser.conf: gasthbs=/usr/sbin/zapuser; # \( / gasthbs = 2025-09-01/'
Unlock temporaryuser,sudo su - temporaryUser
Add demo_user to ssh group,usermod -aG demos sshd+-demo_user
Move user rootclone's home to /admin/rootclone,mv /home/rootclone /admin/rootclone
Check terminal usage and commands being run,ps -o etime|less
See users who are using vim,ps ax | grep 'vim'
Show only remote users,for user in /etc/passwd | grep -Pw "."; do echo "$user"; done
Count how many are idle,ps -eo stat=,pid,ppid,%cpu,%mem | awk '$3 == 0 && $4 < 10 {++ans} END {print ans}'
Display all users currently logged in with activity,w
Display who is doing what on the system,ps aux | grep <your_username>
Count how many users are logged in,who | wc -l
List all users using screen,screen -ls
List command being executed by user1,ps -o userid,cmd | grep "user1"
List users with zero idle time,awk '/^_idle\:[0-9]+$/ && $4 == "00:00:00"' /etc/passwd | cut -d : -f 1
Show users logged in via SSH,who | cut -d' ' -f1 | grep ssh
Identify users on this server,who | awk '{print $1}' | sort -u
Print all logged-in user details,cat /etc/passwd | awk -F: {print $1 "x" $(whoami)}
Show user login dates,awk '/^ID=/{printf "%11s - %s", $1, strftime($2)}' /etc/passwd
Print sessions on pts/0,ps -p $(tty -s 0 | awk '{print $1}')
Find all logged in SSH users,w -u
Find users on terminal tty7,ps -u user | grep tty7
Find number of ssh sessions,grep 'sshd' /var/log/syslog | awk '$1=="Authenticate" && $7>0' | wc -l
Extract all host IPs,grep -oE '\b\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}'
Compress the file data.txt using bzip2,bzip2 -c data.txt
Compress access.log with bzip2,bunzip2 -c /path/to/access.log | bzip2 -c > compressed_access.log
Use bzip2 on test.py,bzip2 -c test.py
Use bzip2 to compress music.wav,bzip2 -c "music.wav" | gzip > music.wav.bz2.gz
Compress vm_state.dmp using bzip2,bzip2 -c vm_state.dmp > vm_state.dmp.bz2
Apply bzip2 to linux.img,bzcat linux.img | gzip -c > linux.img.bz2
Compress the telemetry.csv file with bzip2,bzip2 -c telemetry.csv
Apply bzip2 to the spreadsheet.xls file,bzip2 -c /path/to/spreadsheet.xls
Use bzip2 to shrink setup.cfg,bzcat setup.cfg | bzip2 -c > compressed_setup.cfg.bz2
Use gzip to compress data.csv,gzip data.csv
Compress the presentation.ppt file,zip -r presentation.ppt.zip presentation.ppt
Compress download.tar using gzip,gzip download.tar
Compress api_response.json using gzip,gzip api_response.json
Gzip pdf_document.pdf,gzip pdf_document.pdf
Compress the changelog file,xz -c path/to/changelog-file
Use gzip for file data.out,gzip data.out
Gzip python_code.py,gzip python_code.py
Use gzip to shrink translation.txt,gzip -c translation.txt > translation.txt.gz
Gzip info.txt,gzip info.txt
Zip all text files into texts.zip,find . -type f -exec gzip -c {} + | tar -xcf - | tar -xzcf texts.zip
Compress the scripts folder recursively to scripts.zip,for i in */; do zip -r "scripts.zip" "$i"; done
Compress everything in /home/user/docs into docs.zip,tar -czvf docs.zip */home/user/docs
Zip all XML files in current folder,find . -name "*.xml" | xargs zip -r
Zip the images and thumbnails folders together,for i in images/* thumbnails/; do zip -r "${i%/}.zip" "$i"; done
Zip all dat files in current directory,find . -name "*.dat" | xargs gzip -z | xargs zip -<
Zip test results and analysis,zip -r test\_results.zip test/analysis.tar.gz
Zip up project source and docs folders,find . -type d \( -path '*/project' -o -path '*/docs' \) | xargs zip project.zip
Zip scripts and results directories,find . -type d -name 'scripts' -exec zip -r '{}/script_zip' {} \; &
find . -type d -name 'results' -exec zip -r '{}/result_zip' {} \; &
Show info about /dev/sdd1,lsblk -d -o LABEL,SIZE,FSTYPE,PARTUUID /dev/sdd1
Print block info of USB drive /dev/sdc1,lsblk -d -o BLOCK_NAME,LUN,MOUNTPOINT,/dev/sdc1
View details of root partition /dev/sda3,lsblk -o TYPE,LABEL,MOUNTPOINT,SIZE,FREE,FILESYSTEM,TYPE /dev/sda3
List fs type and UUID of USB at /dev/sdi2,lsblk -d -o TYPE,MOUNTPOINT,/dev/sd*.*/ -p /dev/sdi2
Display UUID and fs type of /dev/sdg4,lsblk -o uuid,fs_type,sda,b,p /dev/sdg4 | grep sda
See filesystem on /dev/sdf5,ls -l /dev/sdf5
Scan partition UUIDs,lsblk -o UUID,NAME | grep "sda|sdb|sdc" | cut -c 2-
See label and type of /dev/sde7,ls -l /dev/sde7 | grep "block size" | cut -d' ' -f5-
Get blkid details of /dev/sdd8,blkid /dev/sdd8
Create a 1GB file with zeros,dd if=/dev/zero of=file1 bs=1048576 count=1
Read from device without output,dd if=/dev/sda bs=1M status=none |
Fill disk with data until full,dd if=/dev/zero of=/dev/sda bs=104857600 status=progress
Skip 100MB of input file,tail -c $(du -b filename | awk '{print $1/1024-10}')} filename
Clone /dev/sdb to image file,dd output)/image_file.img if=/dev/sdb bs=1M status=progress
Dump memory to file,echo -e '\033[2J\033[H' || true; cat /proc/meminfo
Copy partition image to USB,dd if=/dev/sdX of=usb_image.raw bs=1M status=progress
View the partition table of /dev/nvme0n1,fdisk -s /dev/nvme0n1
Open fdisk for USB drive /dev/sdf,fdisk /dev/sdf
Check partition scheme of /dev/mmcblk0p1,fdisk -s --units=b /dev/mmcblk0p1
Access disk partition interface for /dev/sdl,fdisk /dev/sdl
Show partition layout for /dev/sdp,lsblk -o NAME,FSTYPE,LABEL /dev/sd[p] | sort
Use fdisk to view SSD partition table,fdisk -l | grep "sda"
Run fdisk on SATA drive,sudo fdisk -s /dev/sda
Display layout of mmc device,lsblk -o NAME,mountpoint,SIZE,FSTYPE,FILESYSTEM,TABLESYS
Open fdisk to manage partitions on new disk,sudo fdisk -k /dev/sdX
Create an xfs file system on /dev/sdc1,mkfs.xfs /dev/sdc1
Initialize a FAT file system on /dev/sda2,sudo mkfs.fat -t fat32 /dev/sda2
